"birth"	"ts"	"remark"	"geoOrigin"	"parentId"	"QCStateLabel"	"medical"	"performedby"	"Description"	"gender"	"cage"	"prepaid"	"departdate"	"status"	"death"	"hold"	"sire"	"avail"	"project"	"calculated_status"	"dam"	"enddate"	"requestid"	"objectid"	"tbdate"	"room"	"weight"	"taskid"	"date"	"cond"	"Id"	"arrivedate"	"species"	"origin"	"wdate"	"v_status"	"account"
"2013-10-19 00:00:00.0"	"2016-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"F"	"4823741"	""	""	"alive"	""	""	"731544"	"u"	""	"Alive"	"TEST2312318"	""	""	"f8f8926e-7aae-102e-8c2a-9926f351b9ae"	"2016-07-08 00:00:00.0"	"9288603"	"3.82"	""	"2013-10-19 00:00:00.0"	"p"	"TEST3843301"	""	"PCC"	"a ullamcorper"	"2016-06-02 14:45:29.0"	"SPF"	""
"2013-10-28 00:00:00.0"	"2016-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"F"	"4823741"	""	""	"alive"	""	""	"9468964"	"u"	""	"Alive"	"1636539"	""	""	"f47da6ac-7aae-102e-8c2a-9926f351b9ae"	"2016-07-08 00:00:00.0"	"9288603"	"3.66"	""	"2013-10-28 00:00:00.0"	"p"	"TEST8533200"	""	"MML"	"justo"	"2016-06-02 14:45:29.0"	"Not Defined"	""
"2013-11-27 00:00:00.0"	"2016-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"F"	"2356557"	""	""	"alive"	""	""	"731451"	"ab"	""	"Alive"	"1712704"	""	""	"dbea7ea5-b8ba-102d-8c2a-9926f351b9ae"	"2016-07-08 00:00:00.0"	"9288603"	"3.18"	""	"2013-11-27 00:00:00.0"	"p"	"TEST7407382"	""	"MML"	"id duis"	"2016-06-02 14:45:29.0"	"SPF"	""
"2014-02-21 00:00:00.0"	"2016-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"F"	"2356557"	""	""	"alive"	""	""	"TEST6390238"	"ab"	""	"Alive"	"TEST2312318"	""	""	"dbed0709-b8ba-102d-8c2a-9926f351b9ae"	"2016-07-08 00:00:00.0"	"9288603"	"4.44"	""	"2014-02-21 00:00:00.0"	"p"	"TEST5598475"	""	"PCC"	"diam"	"2016-06-02 14:45:29.0"	"SPF"	""
"2014-02-24 00:00:00.0"	"2016-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"M"	"3229246"	""	""	"alive"	""	""	"4891303"	"u"	""	"Alive"	"8982969"	""	""	"dbf323d9-b8ba-102d-8c2a-9926f351b9ae"	"2016-07-08 00:00:00.0"	"9288603"	"4.7"	""	"2014-02-24 00:00:00.0"	"p"	"TEST1684145"	""	"MML"	"est"	"2016-06-02 14:45:29.0"	"Not Defined"	""
"2014-02-28 00:00:00.0"	"2016-07-11 07:59:03.0"	""	""	""	"Completed"	"partial right leg amputation"	""	""	"F"	"396352"	""	""	"alive"	""	""	"9819418"	"u"	""	"Alive"	"3066209"	""	""	"dbecf779-b8ba-102d-8c2a-9926f351b9ae"	"2016-07-08 00:00:00.0"	"9288603"	"3.74"	""	"2014-02-28 00:00:00.0"	"p"	"TEST4945025"	""	"MML"	"in ultricies"	"2016-06-02 14:45:29.0"	"SPF"	""
"2014-04-25 00:00:00.0"	"2016-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"F"	"1957452"	""	""	"alive"	""	""	"4778953"	"ab"	""	"Alive"	"690232"	""	""	"dbedf404-b8ba-102d-8c2a-9926f351b9ae"	"2016-07-08 00:00:00.0"	"9288603"	"3.46"	""	"2014-04-25 00:00:00.0"	"p"	"TEST3137998"	""	"MML"	"mauris"	"2016-06-02 14:45:29.0"	"Not Defined"	""
"2014-04-27 00:00:00.0"	"2016-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"F"	"1957452"	""	""	"alive"	""	""	"2042908"	"ab"	""	"Alive"	"838626"	""	""	"dbeda7ec-b8ba-102d-8c2a-9926f351b9ae"	"2016-07-08 00:00:00.0"	"9288603"	"3.62"	""	"2014-04-27 00:00:00.0"	"p"	"TEST7151371"	""	"MML"	"fusce"	"2016-06-02 14:45:29.0"	"Not Defined"	""
"2014-05-13 00:00:00.0"	"2016-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"F"	"396352"	""	""	"alive"	""	""	"TEST6390238"	"ab"	""	"Alive"	"TEST2312318"	""	""	"dbee075a-b8ba-102d-8c2a-9926f351b9ae"	"2016-07-08 00:00:00.0"	"9288603"	"3.5"	""	"2014-05-13 00:00:00.0"	"p"	"TEST5158984"	""	"PCC"	"amet"	"2016-06-02 14:45:29.0"	"Not Defined"	""
"2014-05-24 00:00:00.0"	"2016-08-04 07:35:59.0"	""	""	""	"Completed"	""	""	""	"F"	"4434662"	""	""	"alive"	""	""	"2480492"	"u"	""	"Alive"	"2001039"	""	""	"dbee8909-b8ba-102d-8c2a-9926f351b9ae"	"2016-07-08 00:00:00.0"	"9288603"	"3.54"	""	"2014-05-24 00:00:00.0"	"p"	"TEST5131891"	""	"MML"	"sociosqu"	"2016-06-02 14:45:29.0"	"Not Defined"	""
"2014-05-27 00:00:00.0"	"2016-08-04 07:35:26.0"	""	""	""	"Completed"	""	""	""	"F"	"4434662"	""	""	"alive"	""	""	"9468964"	"ab"	""	"Alive"	"6954679"	""	""	"dbee30d4-b8ba-102d-8c2a-9926f351b9ae"	"2016-07-08 00:00:00.0"	"9288603"	"3.58"	""	"2014-05-27 00:00:00.0"	"p"	"TEST5409620"	""	"MML"	"ipsum"	"2016-06-02 14:45:29.0"	"Not Defined"	""
"2014-06-04 00:00:00.0"	"2016-05-23 14:39:40.0"	""	""	""	"Completed"	""	""	""	"M"	"2003644"	""	""	"d-expr"	"2016-05-23 00:00:00.0"	""	"2042908"	"ar"	""	"Dead"	"7257197"	""	""	"dbee90d4-b8ba-102d-8c2a-9926f351b9ae"	"2016-01-11 00:00:00.0"	"S043365"	"2.97"	""	"2014-06-04 00:00:00.0"	"p"	"TEST9118022"	""	"MML"	"at sapien"	"2016-05-23 10:29:00.0"	"Not Defined"	""
"2014-06-25 00:00:00.0"	"2016-09-15 15:40:28.0"	""	""	""	"Completed"	""	""	""	"M"	"9742026"	""	""	"alive"	""	""	"TEST6390238"	"u"	""	"Alive"	"TEST2312318"	""	""	"dbeea589-b8ba-102d-8c2a-9926f351b9ae"	"2016-07-11 00:00:00.0"	"S043365"	"3.18"	""	"2014-06-25 00:00:00.0"	"p"	"TEST3771679"	""	"PCC"	"posuere"	"2016-06-28 09:56:00.0"	"Not Defined"	""
"2014-07-22 00:00:00.0"	"2016-09-15 15:40:35.0"	""	""	""	"Completed"	""	""	""	"M"	"9742026"	""	""	"alive"	""	""	""	"u"	""	"Alive"	"4597773"	""	""	"db3c9a34-7aae-102e-8c2a-9926f351b9ae"	"2016-07-11 00:00:00.0"	"S043365"	"3.69"	""	"2014-07-22 00:00:00.0"	"p"	"TEST4037096"	""	"MML"	"lectus"	"2016-06-28 09:50:00.0"	"Not Defined"	""
"2014-08-02 00:00:00.0"	"2016-06-20 17:56:53.0"	""	""	""	"Completed"	""	""	""	"M"	"4420023"	""	""	"d-expr"	"2016-06-20 00:00:00.0"	""	"731544"	"ar"	""	"Dead"	"1256797"	""	""	"e1bbef52-7aae-102e-8c2a-9926f351b9ae"	"2016-01-18 00:00:00.0"	"297144"	"3.57"	""	"2014-08-02 00:00:00.0"	"p"	"TEST1441142"	""	"MML"	"ullamcorper"	"2016-06-20 10:03:00.0"	"Not Defined"	""
"2014-08-03 00:00:00.0"	"2016-06-06 16:05:05.0"	""	""	""	"Completed"	""	""	""	"M"	"4434662"	""	""	"d-expr"	"2016-06-06 00:00:00.0"	""	"TEST6390238"	"ar"	""	"Dead"	"TEST2312318"	""	""	"dbefb914-b8ba-102d-8c2a-9926f351b9ae"	"2016-01-18 00:00:00.0"	"297144"	"3.56"	""	"2014-08-03 00:00:00.0"	"p"	"TEST1099252"	""	"PCC"	"semper"	"2016-06-06 09:00:00.0"	"Not Defined"	""
"2014-08-10 00:00:00.0"	"2016-06-14 14:11:40.0"	""	""	""	"Completed"	""	""	""	"M"	"6217224"	""	""	"d-expr"	"2016-06-14 00:00:00.0"	""	"57307"	"ar"	""	"Dead"	"7166552"	""	""	"dbefd067-b8ba-102d-8c2a-9926f351b9ae"	"2016-01-18 00:00:00.0"	"S043365"	"3.73"	""	"2014-08-10 00:00:00.0"	"p"	"TEST1020148"	""	"PCC"	"sed"	"2016-06-14 08:45:00.0"	"Not Defined"	""
"2014-11-06 00:00:00.0"	"2016-07-27 16:58:48.0"	""	""	""	"Completed"	""	""	""	"M"	"100172"	""	""	"alive"	""	""	"731544"	"u"	""	"Alive"	"6914348"	""	""	"2a289dee-ceb7-102e-8c2a-9926f351b9ae"	"2016-07-20 00:00:00.0"	"9625074"	"2.86"	""	"2014-11-06 00:00:00.0"	"p"	"TEST1112911"	""	"MML"	"neque"	"2016-06-01 09:40:00.0"	"Not Defined"	""
"2014-11-09 00:00:00.0"	"2016-07-20 14:26:06.0"	""	""	""	"Completed"	""	""	""	"M"	"778520"	""	""	"alive"	""	""	"3686702"	"ab"	""	"Alive"	"9719847"	""	""	"dbf1497e-b8ba-102d-8c2a-9926f351b9ae"	"2016-07-20 00:00:00.0"	"9625074"	"2.75"	""	"2014-11-09 00:00:00.0"	"p"	"TEST727088"	""	"MML"	"vestibulum"	"2016-06-01 09:40:00.0"	"Not Defined"	""
"2014-12-14 00:00:00.0"	"2016-07-27 14:27:43.0"	""	""	""	"Completed"	""	""	""	"M"	"8420664"	""	""	"d-expr"	"2016-07-27 00:00:00.0"	""	"4434585"	"ar"	""	"Dead"	"7877112"	""	""	"1e44fd4c-ceb7-102e-8c2a-9926f351b9ae"	"2016-07-20 00:00:00.0"	"9625074"	"3.2"	""	"2014-12-14 00:00:00.0"	"p"	"TEST3224553"	""	"MML"	"vitae"	"2016-07-27 08:52:00.0"	"Not Defined"	""
"2015-01-02 00:00:00.0"	"2016-08-19 18:31:47.0"	""	""	""	"Completed"	""	""	""	"M"	"778520"	""	""	"alive"	""	""	"TEST6390238"	"u"	""	"Alive"	"TEST2312318"	""	""	"dbf17337-b8ba-102d-8c2a-9926f351b9ae"	"2016-07-20 00:00:00.0"	"9625074"	"2.81"	""	"2015-01-02 00:00:00.0"	"p"	"TEST3621582"	""	"PCC"	"nibh"	"2016-05-10 07:15:00.0"	"Not Defined"	""
"2015-09-10 00:00:00.0"	"2016-09-06 09:01:42.0"	""	""	""	"Completed"	""	""	""	"F"	"1957452"	""	""	"alive"	"2016-09-20 00:00:00.0"	""	"9516255"	"ar"	""	"Dead"	"7773678"	""	""	"b6ea43a9-7ae3-102e-8c2a-9926f351b9ae"	"2016-07-06 00:00:00.0"	"1737046"	"1.36"	""	"2015-09-10 00:00:00.0"	"p"	"TEST6700530"	""	"MML"	"proin"	"2016-05-31 10:10:00.0"	"Not Defined"	""
"2015-09-16 00:00:00.0"	"2016-08-19 18:37:58.0"	""	""	""	"Completed"	""	""	""	"M"	"4962187"	""	""	"alive"	""	""	"2568235"	"u"	""	"Alive"	"5961588"	""	""	"bf724052-7ae3-102e-8c2a-9926f351b9ae"	"2016-07-06 00:00:00.0"	"5217677"	"2.08"	""	"2015-09-16 00:00:00.0"	"g"	"TEST6208376"	""	"MML"	"porta"	"2016-05-31 10:10:00.0"	"Not Defined"	""
"2015-10-12 00:00:00.0"	"2016-08-29 15:31:57.0"	""	""	""	"Completed"	""	""	""	"F"	"8494027"	""	""	"alive"	""	""	"TEST6390238"	"ab"	""	"Alive"	"TEST2312318"	""	""	"9d16f7ba-cb9d-102e-8c2a-9926f351b9ae"	"2016-07-06 00:00:00.0"	"2341092"	"1.67"	""	"2015-10-12 00:00:00.0"	"g"	"TEST9195996"	""	"PCC"	"suspendisse"	"2016-06-06 11:00:00.0"	"Not Defined"	""
"2015-10-14 00:00:00.0"	"2016-08-29 15:31:40.0"	""	""	""	"Completed"	""	""	""	"M"	"8494027"	""	""	"alive"	""	""	"9516255"	"u"	""	"Alive"	"8739374"	""	""	"d04083dc-633b-102e-8c2a-9926f351b9ae"	"2016-07-06 00:00:00.0"	"2341092"	"1.64"	""	"2015-10-14 00:00:00.0"	"g"	"TEST8976544"	""	"MML"	"purus"	"2016-06-06 11:00:00.0"	"Not Defined"	""
"2015-10-29 00:00:00.0"	"2016-08-29 15:31:33.0"	""	""	""	"Completed"	""	""	""	"F"	"8494027"	""	""	"alive"	""	""	"5748235"	"ab"	""	"Alive"	"TEST2312318"	""	""	"d5fc5c02-633b-102e-8c2a-9926f351b9ae"	"2016-07-06 00:00:00.0"	"2341092"	"1.74"	""	"2015-10-29 00:00:00.0"	"g"	"TEST3844307"	""	"PCC"	"cum"	"2016-06-06 11:00:00.0"	"Not Defined"	""
"2000-07-27 00:00:00.0"	"2016-08-15 09:30:27.0"	""	""	""	"Completed"	"siv+"	""	""	"F"	"4434662"	""	""	"alive"	""	""	"5748235"	"arv"	""	"Alive"	"8739374"	""	""	"7cdeed0a-d038-102d-8c2a-9926f351b9ae"	"2016-07-22 00:00:00.0"	"S824778"	"10.35"	""	"2000-07-27 00:00:00.0"	"s"	"TEST2312318"	""	"PCC"	"ullamcorper"	"2016-08-15 06:30:00.0"	"Not Defined"	""
"1985-05-02 00:00:00.0"	"2016-06-24 14:25:45.0"	""	""	""	"Completed"	""	""	""	"M"	"5426015"	""	""	"d-othr"	"2016-06-24 00:00:00.0"	""	"5409336"	"ant"	""	"Dead"	"3784452"	""	""	"dbebf720-b8ba-102d-8c2a-9926f351b9ae"	"2016-01-11 00:00:00.0"	"170990"	"8.44"	""	"1985-05-02 00:00:00.0"	"s"	"TEST1993532"	"2005-11-11 08:00:00.0"	"MML"	"turpis"	"2016-06-24 00:00:00.0"	"SPF"	""
